model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
VAE_MLP,both,0.0,0.0,0.0,0.0,0.5359515151515151,0.13035266053401842,125
VAE_MLP,both,0.0,0.33,0.0,0.33,0.5196848484848483,0.12605173760067354,125
VAE_MLP,both,0.0,0.66,0.0,0.66,0.4954909090909091,0.12680733231566102,125
VAE_MLP,both,0.33,0.0,0.33,0.0,0.515490909090909,0.1529614335511831,125
VAE_MLP,both,0.33,0.33,0.33,0.33,0.49381818181818193,0.16717172209375694,125
VAE_MLP,both,0.33,0.66,0.33,0.66,0.4723636363636364,0.1610902162217634,125
VAE_MLP,both,0.66,0.0,0.66,0.0,0.49907878787878784,0.15520684573631785,125
VAE_MLP,both,0.66,0.33,0.66,0.33,0.48215757575757573,0.13905310023502854,125
VAE_MLP,both,0.66,0.66,0.66,0.66,0.44841212121212115,0.1453957114639642,125
ZI_MLP,both,0.0,0.0,0.0,0.0,0.5364363636363636,0.15472143393384824,125
ZI_MLP,both,0.0,0.33,0.0,0.33,0.5223515151515152,0.1688200284924808,125
ZI_MLP,both,0.0,0.66,0.0,0.66,0.49898181818181814,0.16933479015642655,125
ZI_MLP,both,0.33,0.0,0.33,0.0,0.5331393939393939,0.14718129500697058,125
ZI_MLP,both,0.33,0.33,0.33,0.33,0.518569696969697,0.14579778660605006,125
ZI_MLP,both,0.33,0.66,0.33,0.66,0.5107151515151516,0.14609136013497606,125
ZI_MLP,both,0.66,0.0,0.66,0.0,0.48441212121212124,0.15884970030673065,125
ZI_MLP,both,0.66,0.33,0.66,0.33,0.4879515151515152,0.1542103702575582,125
ZI_MLP,both,0.66,0.66,0.66,0.66,0.44678787878787873,0.15181856228843518,125
pAM,both,0.0,0.0,0.0,0.0,0.5433454545454546,0.15018488561337395,125
pAM,both,0.0,0.33,0.0,0.33,0.49932121212121205,0.14041387242849768,125
pAM,both,0.0,0.66,0.0,0.66,0.5004363636363637,0.1505185719989496,125
pAM,both,0.33,0.0,0.33,0.0,0.525090909090909,0.1655510515996291,125
pAM,both,0.33,0.33,0.33,0.33,0.4873696969696969,0.15182311615069452,125
pAM,both,0.33,0.66,0.33,0.66,0.46867878787878786,0.16698048479093608,125
pAM,both,0.66,0.0,0.66,0.0,0.5015030303030302,0.16476594305198547,125
pAM,both,0.66,0.33,0.66,0.33,0.47963636363636375,0.15572242681863008,125
pAM,both,0.66,0.66,0.66,0.66,0.45311515151515147,0.14531017599142929,125
